px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
5.81453	-12.7638	-2.71967	-0.686072	-1.06224	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	1.69497
5.7018	-12.68	-2.69641	-0.734459	-1.05033	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.463023
5.55736	-12.5944	-2.73433	-0.768524	-1.02638	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	0.723607
5.4496	-12.489	-2.72391	-0.821758	-1.02109	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	0.293274
5.32162	-12.3953	-2.7453	-0.855515	-0.999162	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	0.465148
5.21674	-12.2805	-2.77433	-0.906817	-0.998016	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	0.459489
5.07396	-12.19	-2.80529	-0.92118	-0.958568	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	1.39897
4.99893	-12.0967	-2.67741	-0.961345	-0.938718	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	3.67378
4.89391	-11.9901	-2.68691	-0.993449	-0.919832	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	0.310617
4.79386	-11.8421	-2.82277	-1.04528	-0.92756	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	4.34849
4.69489	-11.7204	-2.83103	-1.07688	-0.908702	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	0.291861
4.64419	-11.6057	-2.68859	-1.12678	-0.903784	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	5.35003
4.56841	-11.4864	-2.6849	-1.16146	-0.889572	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	0.225548
4.47781	-11.3127	-2.87671	-1.20163	-0.882813	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	7.4629
4.43329	-11.1611	-2.87436	-1.25662	-0.889156	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	0.0319868
4.42972	-11.0506	-2.67925	-1.32334	-0.909235	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	7.71856
4.38669	-10.9171	-2.67327	-1.36368	-0.900051	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	0.0991772
4.38798	-10.788	-2.56307	-1.43327	-0.923456	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	3.21717
4.38593	-10.6474	-2.55885	-1.49322	-0.932594	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	0.0948728
4.3609	-10.5075	-2.63498	-1.52348	-0.91167	4.45256	-10.5332	4.45	-10.5	0	3.00113	1.73501
4.38164	-10.368	-2.64012	-1.58692	-0.92897	4.44692	-10.3512	4.45	-10.35	0	3.00113	0.277367
4.39585	-10.2282	-2.6383	-1.64317	-0.939582	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	0.695852
4.44713	-10.0822	-2.65578	-1.71915	-0.967335	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	0.796773
4.47008	-9.94386	-2.67765	-1.76561	-0.962855	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	0.300775
4.53983	-9.79675	-2.70508	-1.84356	-0.990862	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	0.965794
4.64466	-9.66483	-2.62857	-1.96748	-1.07957	4.60255	-9.4741	4.7	-9.65	0.910924	1.82187	6.73773
4.71358	-9.53329	-2.63239	-2.0331	-1.08559	4.74425	-9.53907	4.75	-9.55	0.910928	1.82186	0.0557399
4.74416	-9.39446	-2.66714	-2.04716	-1.02594	4.78405	-9.35872	4.8	-9.4	0.908038	2.72411	2.32704
4.82932	-9.26231	-2.68034	-2.11269	-1.03398	4.87523	-9.25457	4.85	-9.25	0.908033	2.7241	0.126588
4.8846	-9.12522	-2.70495	-2.13797	-0.991826	4.92663	-9.02336	4.95	-9.1	1.81851	2.72776	1.27821
4.9867	-8.99317	-2.73127	-2.20279	-1.00037	5.04624	-8.96378	5.05	-8.95	1.81852	2.72777	0.257728
5.04517	-8.85492	-2.75375	-2.21313	-0.939871	5.1055	-8.72095	5.15	-8.8	1.8165	2.72476	2.48623
5.16925	-8.71591	-2.80759	-2.27779	-0.949626	5.26299	-8.64398	5.25	-8.65	1.8165	2.72475	0.811353
5.28813	-8.60288	-2.81617	-2.34559	-0.969934	5.34134	-8.5519	5.35	-8.55	1.82159	1.8216	0.289262
5.40804	-8.48422	-2.83994	-2.40033	-0.970336	5.43218	-8.43885	5.45	-8.45	1.82157	1.82157	0.14991
5.46755	-8.3606	-2.81057	-2.38437	-0.873297	5.5122	-8.36624	5.5	-8.35	0.908054	1.81609	5.68391
5.57455	-8.25448	-2.80542	-2.42781	-0.869371	5.54143	-8.23537	5.55	-8.25	0.908054	1.8161	0.0789208
5.72031	-8.17044	-2.81883	-2.5088	-0.916586	5.72065	-8.20245	5.7	-8.15	2.72851	1.81902	1.44592
5.85005	-8.07228	-2.83343	-2.55661	-0.913678	5.85207	-8.0316	5.85	-8.05	2.72849	1.81899	0.0917836
5.89217	-7.9519	-2.7344	-2.50133	-0.75777	5.99121	-7.96746	5.95	-7.9	1.81851	2.72777	16.6913
6.02545	-7.84115	-2.77377	-2.53736	-0.751031	6.04955	-7.75139	6.05	-7.75	1.81852	2.72777	0.48978
6.12443	-7.73869	-2.74652	-2.53938	-0.691226	6.20599	-7.74241	6.15	-7.65	1.81739	1.81739	2.71135
6.25313	-7.63705	-2.76921	-2.57019	-0.68393	6.2473	-7.56333	6.25	-7.55	1.81739	1.81739	0.302999
6.34619	-7.53143	-2.72802	-2.55795	-0.608303	6.39144	-7.48582	6.35	-7.45	1.8164	1.81641	4.18265
6.4706	-7.43359	-2.74235	-2.58282	-0.600152	6.44526	-7.36223	6.45	-7.35	1.81638	1.81638	0.311989
6.59438	-7.34693	-2.73842	-2.60346	-0.581027	6.66209	-7.31025	6.6	-7.25	2.72856	1.81904	0.33112
6.73439	-7.24368	-2.77786	-2.62474	-0.57017	6.74856	-7.14204	6.75	-7.15	2.72856	1.81904	0.601703
6.82776	-7.14042	-2.71945	-2.60185	-0.487988	6.83447	-7.05268	6.85	-7.05	1.82066	1.82066	5.02241
6.96477	-7.04236	-2.7511	-2.61945	-0.478708	6.97717	-6.96144	6.95	-6.95	1.82065	1.82065	0.385242
7.08923	-6.9697	-2.76292	-2.64241	-0.478162	7.13677	-6.88363	7.1	-6.85	2.99976	1.99984	0.118962
7.22558	-6.86967	-2.81337	-2.65216	-0.46388	7.2552	-6.74652	7.25	-6.75	2.99976	1.99984	0.925712
7.27451	-6.74886	-2.68689	-2.57443	-0.310304	7.234	-6.59525	7.3	-6.65	0.999384	1.99876	19.2174
7.38375	-6.65026	-2.70475	-2.57493	-0.296426	7.33491	-6.53948	7.35	-6.55	0.999369	1.99874	0.795549
7.57237	-6.6197	-2.79847	-2.67749	-0.427122	7.67988	-6.69347	7.5	-6.55	2.72747	0	14.3687
7.69799	-6.55619	-2.77838	-2.69997	-0.4268	7.64389	-6.55777	7.65	-6.55	2.72745	0	0.160635
7.79253	-6.47194	-2.67533	-2.66973	-0.340609	7.94309	-6.60222	7.75	-6.45	1.81623	1.81624	8.14046
7.91222	-6.39459	-2.66885	-2.67962	-0.33282	7.84566	-6.34021	7.85	-6.35	1.81623	1.81624	0.39154
8.05608	-6.33653	-2.70273	-2.71607	-0.363223	7.9171	-6.24084	8	-6.3	2.72648	0.908821	1.42696
8.18519	-6.26797	-2.70042	-2.72997	-0.357776	8.14601	-6.23101	8.15	-6.25	2.72645	0.908817	0.154529
8.24699	-6.16667	-2.52182	-2.65978	-0.218702	8.37368	-6.18614	8.25	-6.1	1.81898	2.72847	20.8243
8.37295	-6.07034	-2.55123	-2.65396	-0.201532	8.35502	-5.95811	8.35	-5.95	1.81897	2.72844	0.735277
8.52924	-6.01995	-2.63052	-2.70471	-0.265119	8.43843	-5.87193	8.5	-5.9	2.72647	0.90883	5.12173
8.66083	-5.93847	-2.64718	-2.70726	-0.25366	8.64201	-5.86567	8.65	-5.85	2.72645	0.908817	0.319518
8.7541	-5.84877	-2.55815	-2.67031	-0.178173	8.76652	-5.75601	8.75	-5.75	1.81789	1.81788	5.62166
8.87972	-5.75478	-2.58192	-2.66233	-0.161282	8.85198	-5.65134	8.85	-5.65	1.81789	1.81788	0.650512
9.01095	-5.68289	-2.60682	-2.67388	-0.169857	8.91028	-5.47662	9	-5.55	2.73109	1.82073	0.840216
9.14412	-5.5809	-2.64321	-2.66203	-0.1496	9.13482	-5.45989	9.15	-5.45	2.73106	1.82072	0.856806
9.24573	-5.48725	-2.58057	-2.62709	-0.08642	9.32693	-5.39468	9.25	-5.35	1.81796	1.81795	3.78349
9.36812	-5.38074	-2.60827	-2.60992	-0.0658026	9.33045	-5.26019	9.35	-5.25	1.81794	1.81793	0.908516
9.49748	-5.30231	-2.63089	-2.61616	-0.073303	9.4498	-5.12838	9.5	-5.15	2.72905	1.81937	0.521218
9.63184	-5.1834	-2.68094	-2.59496	-0.0493686	9.63754	-5.04328	9.65	-5.05	2.72903	1.81935	1.16671
9.68787	-5.06392	-2.55306	-2.50892	0.0815387	9.83281	-5.00671	9.7	-4.95	0.998666	1.99733	16.0853
9.78808	-4.95531	-2.57812	-2.48531	0.0995904	9.74856	-4.84745	9.75	-4.85	0.998656	1.99731	0.748111
9.89181	-4.85593	-2.56428	-2.46151	0.12607	9.96003	-4.81123	9.85	-4.75	1.8172	1.81719	0.641952
9.99276	-4.74376	-2.57534	-2.43938	0.139882	9.93394	-4.66432	9.95	-4.65	1.81717	1.81717	0.536988
10.0957	-4.6433	-2.57023	-2.42048	0.15551	10.1357	-4.58625	10.05	-4.55	1.82042	1.82043	0.220836
10.1946	-4.52478	-2.58675	-2.39637	0.169633	10.1444	-4.44253	10.15	-4.45	1.82041	1.82042	0.517996
10.3351	-4.44856	-2.6514	-2.43739	0.0945168	10.3185	-4.35401	10.3	-4.35	2.72672	1.81782	5.13076
10.4495	-4.32724	-2.68282	-2.41907	0.106453	10.4496	-4.24828	10.45	-4.25	2.7267	1.8178	0.370611
10.4843	-4.17983	-2.55317	-2.3083	0.259335	10.5826	-4.11494	10.5	-4.1	0.908764	2.72628	19.7928
10.577	-4.04446	-2.58524	-2.27777	0.274079	10.5542	-3.95161	10.55	-3.95	0.908764	2.72628	0.534151
10.6616	-3.92374	-2.58489	-2.24887	0.29228	10.6618	-3.80699	10.65	-3.8	1.8194	2.72911	0.312501
10.7552	-3.77196	-2.63689	-2.21481	0.308375	10.7602	-3.65417	10.75	-3.65	1.81939	2.72908	0.831092
10.8633	-3.66475	-2.66672	-2.22741	0.263923	10.8593	-3.57039	10.85	-3.55	1.81839	1.81838	1.67492
10.9511	-3.52793	-2.69005	-2.20326	0.272443	10.9375	-3.46792	10.95	-3.45	1.81838	1.81838	0.222292
10.9944	-3.37947	-2.64691	-2.12716	0.360662	11.0183	-3.30073	11	-3.3	0.908549	2.72563	5.65326
11.0715	-3.22722	-2.68341	-2.09576	0.370841	11.0672	-3.14607	11.05	-3.15	0.908549	2.72564	0.393939
11.1213	-3.08189	-2.67173	-2.04269	0.417403	11.1054	-3.01303	11.1	-3	0.90888	2.72663	1.47187
11.1809	-2.9249	-2.70021	-2.00705	0.428467	11.1428	-2.8481	11.15	-2.85	0.908863	2.72661	0.422873
11.2287	-2.77919	-2.69929	-1.96584	0.452672	11.1758	-2.69942	11.2	-2.7	0.909988	2.72995	0.427335
11.2797	-2.61651	-2.73057	-1.92988	0.462168	11.2495	-2.5409	11.25	-2.55	0.909988	2.72995	0.385121
11.237	-2.42424	-2.70283	-1.76976	0.663466	11.4549	-2.46508	11.2	-2.4	-0.907692	2.72306	28.6225
11.2486	-2.26957	-2.70471	-1.72323	0.672253	11.1705	-2.24061	11.15	-2.25	-0.907683	2.72304	0.371388
11.3527	-2.17685	-2.65588	-1.81094	0.48572	11.2202	-2.08176	11.25	-2.1	1.8219	2.73284	23.7868
11.3808	-2.01935	-2.67656	-1.77803	0.490732	11.3536	-1.97104	11.35	-1.95	1.82188	2.73281	0.175695
11.3726	-1.86042	-2.67607	-1.70846	0.550772	11.224	-1.77367	11.35	-1.8	0	2.71996	2.55635
11.3872	-1.6967	-2.70119	-1.67268	0.555013	11.3661	-1.64386	11.35	-1.65	0	2.71993	0.188049
11.3843	-1.54241	-2.70642	-1.62554	0.577599	11.2691	-1.47976	11.35	-1.5	0	2.73448	0.468159
11.382	-1.38232	-2.72195	-1.58754	0.582829	11.3391	-1.34511	11.35	-1.35	0	2.73446	0.178466
11.2716	-1.21386	-2.76621	-1.41982	0.78926	11.2507	-1.19626	11.25	-1.2	-1.99969	2.99952	29.3842
11.233	-1.06987	-2.77478	-1.37109	0.797117	11.1532	-1.04324	11.15	-1.05	-1.99967	2.99949	0.377525
11.1658	-0.920715	-2.81287	-1.29056	0.855173	10.9697	-0.89157	11.1	-0.9	-1.00006	3.00024	2.68594
11.115	-0.776527	-2.8281	-1.24244	0.859304	11.0654	-0.742685	11.05	-0.75	-1.00006	3.00021	0.195536
11.0109	-0.616436	-2.89547	-1.13804	0.943797	10.8913	-0.655608	10.95	-0.649999	-1.81771	1.81773	5.57324
10.9242	-0.492263	-2.86708	-1.07548	0.954545	10.8418	-0.549005	10.85	-0.549999	-1.81772	1.81773	0.551175
10.8326	-0.356498	-2.88507	-1.00806	0.977144	10.827	-0.442912	10.75	-0.45	-1.81842	1.8184	0.495589
10.7307	-0.256055	-2.83973	-0.941317	0.991338	10.6642	-0.353413	10.65	-0.35	-1.8184	1.81839	0.794316
10.5615	-0.126682	-3.02268	-0.80599	1.12252	10.5503	-0.248633	10.5	-0.25	-3.00035	2.00024	18.8057
10.4362	-0.0571488	-2.97592	-0.730886	1.14269	10.3487	-0.171899	10.35	-0.15	-3.00032	2.00022	1.1812
10.3313	0.0250808	-2.9274	-0.679376	1.13143	10.2559	-0.115293	10.25	-0.0999996	-2.00053	1.00027	0.733632
10.2016	0.0755693	-2.88278	-0.60258	1.15332	10.137	-0.0462889	10.15	-0.0499992	-2.00053	1.00027	1.09111
10.102	0.13706	-2.79386	-0.557283	1.13104	10.0717	0.0165033	10.05	9.49949e-07	-2.00009	1.00004	2.02385
9.9721	0.171539	-2.756	-0.480601	1.15281	9.92833	0.0556031	9.95	0.0500011	-2.00006	1.00003	0.886739
9.82695	0.226578	-2.8233	-0.404464	1.18088	9.8478	0.0279858	9.8	0.0500011	-3.00025	0	2.33734
9.68686	0.221409	-2.76912	-0.312415	1.21662	9.65029	0.0372757	9.65	0.0500011	-3.00024	0	2.04662
9.53931	0.256214	-2.82161	-0.241142	1.23209	9.54682	0.0997641	9.5	0.100001	-2.99825	0.999409	1.24836
9.39059	0.250535	-2.80183	-0.154976	1.25751	9.33515	0.138463	9.35	0.15	-2.99825	0.999409	0.897349
9.28602	0.233406	-2.59473	-0.0802688	1.25677	9.46113	0.134275	9.25	0.15	-1.81915	0	8.34505
9.14243	0.221189	-2.58425	0.00149765	1.2701	9.13787	0.161547	9.15	0.15	-1.81913	0	0.209215
8.99394	0.230862	-2.68058	0.0580053	1.26457	9.02723	0.196492	9	0.2	-2.99927	0.99976	2.05979
8.85529	0.226099	-2.69063	0.117341	1.25991	8.82128	0.250523	8.85	0.25	-2.99927	0.99976	0.0939758
8.70538	0.221883	-2.76569	0.168534	1.24748	8.67607	0.247512	8.7	0.25	-2.99873	0	1.25482
8.56748	0.206727	-2.77129	0.222387	1.23844	8.54916	0.247046	8.55	0.25	-2.99871	0	0.111232
8.42487	0.173124	-2.75539	0.287585	1.23594	8.44086	0.253341	8.4	0.25	-2.72872	0	0.166544
8.2748	0.157302	-2.76203	0.332198	1.21181	8.2302	0.258614	8.25	0.25	-2.72871	0	0.70194
8.12675	0.133632	-2.83322	0.36722	1.18251	8.1066	0.204722	8.1	0.2	-2.99909	-0.9997	1.62772
7.98963	0.0904648	-2.83909	0.417675	1.17333	7.94777	0.127954	7.95	0.15	-2.9991	-0.9997	0.172213
7.83735	0.063482	-2.91876	0.439228	1.12969	7.82213	0.149733	7.8	0.15	-3.00101	0	2.71195
7.69747	0.0340601	-2.91459	0.468928	1.10266	7.63383	0.15164	7.65	0.15	-3.00099	0	1.01223
7.55254	-0.0239633	-2.916	0.514799	1.08716	7.49691	0.101076	7.5	0.100001	-2.72698	-0.908982	0.41744
7.40664	-0.0654611	-2.90092	0.544801	1.05756	7.35046	0.0656199	7.35	0.0500011	-2.72695	-0.908974	1.16869
7.29545	-0.141385	-2.85053	0.605984	1.07215	7.13188	-0.00451978	7.25	9.49949e-07	-2.00032	-1.00016	1.72901
7.17685	-0.186037	-2.82428	0.632999	1.04628	7.14965	-0.0559868	7.15	-0.0499992	-2.0003	-1.00015	1.01804
7.0072	-0.231592	-2.91179	0.627717	0.966547	6.77233	-0.150907	7	-0.15	-2.72534	-1.8169	6.31066
6.87754	-0.305648	-2.8938	0.665734	0.951873	6.85872	-0.227918	6.85	-0.25	-2.72532	-1.81688	0.367535
6.81921	-0.438969	-2.76983	0.783256	1.04927	6.70421	-0.347264	6.8	-0.349999	-1.00053	-2.00107	11.6501
6.72794	-0.517235	-2.74276	0.824084	1.03843	6.74687	-0.441006	6.75	-0.449999	-1.00054	-2.00107	0.351488
6.62691	-0.595249	-2.74928	0.84846	1.00204	6.72084	-0.550555	6.65	-0.549999	-2.00016	-2.00017	1.11238
6.54084	-0.684433	-2.72853	0.890473	0.994625	6.54837	-0.624094	6.55	-0.65	-2.00016	-2.00017	0.208114
6.48824	-0.824961	-2.69501	0.991912	1.06841	6.40088	-0.78131	6.5	-0.799999	-0.999884	-2.99963	4.72122
6.42225	-0.94344	-2.69561	1.04895	1.0719	6.44859	-0.960126	6.45	-0.949999	-0.999884	-2.99963	0.0513131
6.37561	-1.08453	-2.697	1.13446	1.11693	6.37766	-1.0844	6.4	-1.1	-0.999984	-2.99995	1.37276
6.32699	-1.21454	-2.70183	1.19511	1.12138	6.35596	-1.24356	6.35	-1.25	-0.999969	-2.99992	0.0891191
6.32482	-1.39074	-2.73064	1.32192	1.22029	6.5527	-1.43518	6.35	-1.4	0	-3.00132	6.61755
6.30415	-1.52821	-2.73073	1.38864	1.22571	6.35503	-1.55184	6.35	-1.55	0	-3.00129	0.164409
6.28309	-1.6698	-2.71826	1.45283	1.22132	6.33086	-1.6454	6.35	-1.65	0	-1.81769	0.0752807
6.28298	-1.8053	-2.68918	1.52343	1.22624	6.34356	-1.7483	6.35	-1.75	0	-1.81769	0.37473
6.30033	-1.96264	-2.73609	1.61595	1.27163	6.34522	-1.96081	6.35	-1.95	0	-3.99976	1.7108
6.31527	-2.10244	-2.74011	1.68257	1.27419	6.34095	-2.12276	6.35	-2.15	0	-3.99972	0.0560116
6.30931	-2.20683	-2.65379	1.70726	1.21548	6.3068	-2.23646	6.35	-2.25	0	-2	3.70213
6.33366	-2.33972	-2.65684	1.76955	1.21665	6.34785	-2.35274	6.35	-2.35	0	-1.99998	0.0193003
6.34214	-2.45172	-2.59737	1.8042	1.17781	6.26272	-2.46894	6.35	-2.5	0	-3	1.91607
6.37208	-2.58849	-2.61712	1.86011	1.17338	6.36265	-2.64414	6.35	-2.65	0	-3	0.171679
6.42117	-2.73223	-2.67878	1.93056	1.19291	6.38105	-2.77438	6.4	-2.8	1.00003	-3.00012	1.08349
6.46759	-2.87234	-2.70538	1.9851	1.18587	6.461	-2.95066	6.45	-2.95	1.00003	-3.00009	0.33286
6.53622	-3.02705	-2.80671	2.05539	1.20595	6.50958	-3.15806	6.5	-3.15	0.999284	-3.99712	2.44129
6.58994	-3.18767	-2.86404	2.09731	1.18355	6.55345	-3.36165	6.55	-3.35	0.999284	-3.99712	1.72727
6.6374	-3.30066	-2.7264	2.13029	1.13353	6.64067	-3.46888	6.6	-3.45	0.909922	-1.81983	6.96192
6.70079	-3.45189	-2.75901	2.17226	1.11129	6.63536	-3.55462	6.65	-3.55	0.909917	-1.81984	0.840008
6.77362	-3.57655	-2.77557	2.21863	1.10135	6.70376	-3.69784	6.7	-3.7	0.999335	-2.99802	0.412736
6.83452	-3.71944	-2.81078	2.24601	1.0717	6.75151	-3.84595	6.75	-3.85	0.99934	-2.99802	1.30712
6.89805	-3.83245	-2.72056	2.27991	1.03915	6.65288	-3.91672	6.8	-4	0.908549	-2.72564	3.48795
6.96349	-3.99126	-2.7607	2.29746	0.997568	6.85764	-4.15466	6.85	-4.15	0.908537	-2.72561	2.19905
7.01854	-4.0831	-2.57232	2.32409	0.956394	6.9447	-4.2991	6.9	-4.25	0.90988	-1.81977	10.3947
7.07897	-4.22384	-2.59262	2.33746	0.916735	6.94846	-4.34203	6.95	-4.35	0.909876	-1.81975	1.81399
7.15826	-4.33281	-2.59632	2.36786	0.9001	7.09552	-4.55441	7	-4.5	1.00008	-3.00024	0.921802
7.20282	-4.47735	-2.61958	2.35961	0.846535	7.03506	-4.6461	7.05	-4.65	1.00008	-3.00024	3.3102
7.31186	-4.61414	-2.76963	2.3909	0.840906	7.25009	-4.88515	7.15	-4.8	1.99984	-2.99976	5.59369
7.37637	-4.76035	-2.79443	2.38618	0.793527	7.26242	-4.9318	7.25	-4.95	1.99984	-2.99976	2.49013
7.43655	-4.84677	-2.64408	2.40316	0.764185	7.33292	-5.08676	7.3	-5.05	1.00028	-2.00057	7.45003
7.49119	-4.98937	-2.66082	2.39035	0.712921	7.3521	-5.15533	7.35	-5.15	1.00028	-2.00056	2.76982
7.56826	-5.09023	-2.62865	2.40809	0.693621	7.40318	-5.28627	7.4	-5.3	1.00003	-3.00012	1.31398
7.61229	-5.24429	-2.64454	2.37985	0.630687	7.44098	-5.44336	7.45	-5.45	1.00004	-3.00012	4.08423
7.69739	-5.3534	-2.66738	2.39577	0.615915	7.46878	-5.50726	7.55	-5.55	1.99961	-1.99961	1.15905
7.76179	-5.49274	-2.68316	2.38253	0.571851	7.66561	-5.647	7.65	-5.65	1.9996	-1.9996	1.96356
7.83918	-5.59424	-2.64363	2.39394	0.553275	7.70927	-5.8194	7.7	-5.8	1.00027	-3.00084	1.40519
7.88882	-5.75221	-2.66348	2.36051	0.49241	7.75724	-5.96146	7.75	-5.95	1.00028	-3.00084	3.64539
7.97429	-5.85931	-2.68668	2.37309	0.481453	7.71187	-5.94164	7.85	-6.05	1.9998	-1.99981	1.11688
8.03819	-6.00026	-2.70091	2.3544	0.439013	7.95005	-6.14609	7.95	-6.15	1.9998	-1.9998	1.73908
8.10213	-6.09086	-2.58784	2.35937	0.418607	8.03808	-6.28852	8	-6.25	1.00004	-2.00008	4.22758
8.15609	-6.22785	-2.59584	2.33618	0.375126	8.04346	-6.35767	8.05	-6.35	1.00004	-2.00008	1.77646
8.26774	-6.35226	-2.74392	2.35251	0.377096	8.1071	-6.48544	8.15	-6.5	1.99951	-2.99928	6.23497
8.33223	-6.50098	-2.76293	2.32714	0.333575	8.25742	-6.66007	8.25	-6.65	1.9995	-2.99925	1.85379
8.39432	-6.59639	-2.58755	2.32617	0.30923	8.38768	-6.7963	8.3	-6.75	0.90921	-1.81841	8.91812
8.45011	-6.74721	-2.59481	2.29668	0.263825	8.33159	-6.8699	8.35	-6.85	0.90921	-1.81841	1.77975
8.54441	-6.86516	-2.65185	2.30381	0.259244	8.58336	-7.15056	8.4	-7	1.0001	-3.00036	1.37485
8.58707	-7.01587	-2.66156	2.2659	0.209837	8.45779	-7.15285	8.45	-7.15	1.00011	-3.00036	2.16602
8.66795	-7.1259	-2.69487	2.27139	0.206537	8.37938	-7.10665	8.55	-7.25	1.99907	-1.99908	1.37485
8.72628	-7.26088	-2.70207	2.2504	0.176182	8.647	-7.3454	8.65	-7.35	1.99908	-1.99908	0.820985
8.81518	-7.38115	-2.74656	2.25473	0.173256	8.76035	-7.57239	8.7	-7.5	1.00058	-3.00174	0.751616
8.86268	-7.53415	-2.76092	2.21949	0.130737	8.76121	-7.66039	8.75	-7.65	1.00057	-3.00171	1.60866
8.90968	-7.63408	-2.63372	2.20552	0.105245	8.81118	-7.75569	8.8	-7.75	0.999844	-1.99968	4.78161
8.95232	-7.77015	-2.63634	2.17737	0.0728997	8.84363	-7.83628	8.85	-7.85	0.999844	-1.99968	0.980313
9.07136	-7.91216	-2.83493	2.19827	0.0987349	9.07758	-8.1058	8.95	-8	2.00017	-3.00024	10.4188
9.12493	-8.06196	-2.84948	2.17064	0.0672863	9.05238	-8.15838	9.05	-8.15	2.00014	-3.00021	0.895072
9.17028	-8.1673	-2.72808	2.15394	0.0417438	9.05557	-8.22632	9.1	-8.25	0.998905	-1.99781	4.24881
9.22178	-8.30237	-2.73367	2.13353	0.0199863	9.15492	-8.35136	9.15	-8.35	0.998886	-1.99779	0.421979
9.2916	-8.43051	-2.70011	2.12606	0.00956122	9.30408	-8.57245	9.2	-8.5	0.908863	-2.72657	0.63698
9.33869	-8.58397	-2.70858	2.09749	-0.0184593	9.2543	-8.64461	9.25	-8.65	0.908855	-2.72655	0.670322
9.39479	-8.7083	-2.67074	2.0861	-0.0302412	9.15971	-8.67035	9.3	-8.8	0.909475	-2.72841	0.828757
9.43325	-8.86971	-2.68681	2.05146	-0.0617878	9.35164	-8.95148	9.35	-8.95	0.909466	-2.72839	0.837918
9.51521	-9.00847	-2.78372	2.05817	-0.0463984	9.47941	-9.179	9.4	-9.1	0.999765	-2.99935	2.40792
9.54226	-9.16481	-2.79902	2.02096	-0.0797604	9.44272	-9.24111	9.45	-9.25	0.999774	-2.99934	0.979843
9.56962	-9.28941	-2.66405	1.98838	-0.117188	9.53008	-9.38561	9.5	-9.35	0.908962	-1.81792	5.42537
9.61538	-9.43005	-2.66462	1.97185	-0.126848	9.5752	-9.43724	9.55	-9.45	0.908954	-1.8179	0.0993529
9.66582	-9.56529	-2.65448	1.96019	-0.132204	9.60163	-9.60777	9.6	-9.6	0.909988	-2.72996	0.0728802
9.69563	-9.71867	-2.66413	1.93166	-0.152441	9.62903	-9.75552	9.65	-9.75	0.909971	-2.72993	0.361282
9.75429	-9.86316	-2.70406	1.929	-0.143533	9.69155	-9.89958	9.7	-9.9	0.907972	-2.7239	0.459832
9.78847	-10.0163	-2.71318	1.90613	-0.157727	9.74482	-10.046	9.75	-10.05	0.907972	-2.72391	0.175511
9.80703	-10.1433	-2.62127	1.87506	-0.18741	9.69256	-10.1336	9.75	-10.2	0	-2.73106	2.37574
9.82172	-10.3022	-2.63729	1.8412	-0.20972	9.75264	-10.3488	9.75	-10.35	0	-2.73105	0.437971
9.88784	-10.4493	-2.75815	1.85797	-0.170908	9.82419	-10.5024	9.8	-10.5	1	-2.99999	4.46261
9.89957	-10.6026	-2.77602	1.8268	-0.192317	9.83234	-10.6514	9.85	-10.65	0.999994	-2.99996	0.431856
9.92484	-10.7349	-2.75957	1.81011	-0.200923	9.825	-10.7525	9.85	-10.8	0	-3.00047	0.162749
9.9258	-10.895	-2.7845	1.77365	-0.225972	9.85033	-10.9603	9.85	-10.95	0	-3.00048	0.622173
9.90222	-11.0119	-2.63212	1.71299	-0.294327	9.91881	-11.1448	9.85	-11.05	0	-1.9956	9.74587
9.90551	-11.1477	-2.63598	1.68787	-0.304179	9.86057	-11.1502	9.85	-11.15	0	-1.99559	0.11905
9.91014	-11.2873	-2.61212	1.66142	-0.316921	9.83851	-11.2795	9.85	-11.3	0	-2.73184	0.26632
9.90078	-11.439	-2.62111	1.62858	-0.331485	9.83839	-11.4483	9.85	-11.45	0	-2.73182	0.238452
9.89534	-11.5669	-2.60005	1.601	-0.345506	9.79654	-11.5922	9.8	-11.6	-0.998566	-2.9957	0.280388
9.86147	-11.716	-2.62349	1.55638	-0.371052	9.75592	-11.7487	9.75	-11.75	-0.998566	-2.99569	0.741933
